,political_review,date,cleaned_text,cleaned_text1,cleaned_text2,LabelFromVADER,TopicNumber,TopicName,label
1180,Sisi arrives at Éphémère palace to participate in Paris conference on Sudan’s transition,2021-05-17,sisi arrives at ph m re palace to participate in paris conference on sudan s transition,sisi arrive participate transition,"['sisi', 'arrive', 'participate', 'transition']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1181,Government to start vaccinating all prisoners against coronavirus soon: Health minister ,2021-05-17,government to start vaccinating all prisoners against coronavirus soon health minister ,government start vaccinate prisoner soon,"['government', 'start', 'vaccinate', 'prisoner', 'soon']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
1182,Egypt’s tourism sector expected to recover by mid-2022: Tourism minister,2021-05-17,egypt s tourism sector expected to recover by mid 2022 tourism minister,tourism sector expect recover mid tourism,"['tourism', 'sector', 'expect', 'recover', 'mid', 'tourism']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
1183,Sisi stresses to France's Macron Egypt's firm position on necessity of urgent cessation of violence in Palestine,2021-05-17,sisi stresses to france is macron egypt is firm position on necessity of urgent cessation of violence in palestine,sisi stress firm position necessity urgent cessation violence,"['sisi', 'stress', 'firm', 'position', 'necessity', 'urgent', 'cessation', 'violence']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1184,Egypt’s president reiterates need for urgent halt of violence against Gaza amid growing tensions,2021-05-17,egypt s president reiterates need for urgent halt of violence against gaza amid growing tensions,reiterate need urgent halt violence grow tension,"['reiterate', 'need', 'urgent', 'halt', 'violence', 'grow', 'tension']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
1185,"Egypt, Qatar FMs underscore necessity of ceasefire in Palestine",2021-05-17,egypt qatar fms underscore necessity of ceasefire in palestine,necessity ceasefire,"['necessity', 'ceasefire']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1186,US Secretary of State Blinken values Egypt’s efforts to stop hostilities amid Israeli-Palestinian tensions,2021-05-17,us secretary of state blinken values egypt s efforts to stop hostilities amid israeli palestinian tensions,value effort stop hostility israeli palestinian tension,"['value', 'effort', 'stop', 'hostility', 'israeli', 'palestinian', 'tension']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1187,"Egypt reports 1,201 new coronavirus cases, 58 deaths on Sunday",2021-05-17,egypt reports 1 201 new coronavirus cases 58 deaths on sunday,report new coronavirus case death,"['report', 'new', 'coronavirus', 'case', 'death']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
1188,"Egypt's Sisi, Sudan's Burhan stress adhesion to legally binding deal on disputed GERD",2021-05-17,egypt is sisi sudan is burhan stress adhesion to legally binding deal on disputed gerd,sisi adhesion legally bind deal dispute gerd,"['sisi', 'adhesion', 'legally', 'bind', 'deal', 'dispute', 'gerd']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1189,Sinai Tribes Union praises stance of Egypt’s political leadership on Israeli aggression on Palestinians,2021-05-16,sinai tribes union praises stance of egypt s political leadership on israeli aggression on palestinians,praise stance political leadership israeli aggression,"['praise', 'stance', 'political', 'leadership', 'israeli', 'aggression']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
1190,Egypt's Senate to discuss a new law on sovereign bonds (Sukuk) Monday,2021-05-16,egypt is senate to discuss a new law on sovereign bonds sukuk monday,discuss new law sovereign bond sukuk,"['discuss', 'new', 'law', 'sovereign', 'bond', 'sukuk']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1191,"Egypt will spare no effort to reach Israeli-Palestinian ceasefire, foreign minister tells Security Council",2021-05-16,egypt will spare no effort to reach israeli palestinian ceasefire foreign minister tells security council,will spare effort reach israeli palestinian ceasefire tell,"['will', 'spare', 'effort', 'reach', 'israeli', 'palestinian', 'ceasefire', 'tell']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1192,No complaints of harassment in Egypt received during Eid Al-Fitr: National Council for Women,2021-05-16,no complaints of harassment in egypt received during eid al fitr national council for women,complaint harassment receive woman,"['complaint', 'harassment', 'receive', 'woman']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
1193,Egypt opens Rafah crossing with Gaza Strip to receive Palestinians injured in Israeli aggression,2021-05-16,egypt opens rafah crossing with gaza strip to receive palestinians injured in israeli aggression,open cross receive injure israeli aggression,"['open', 'cross', 'receive', 'injure', 'israeli', 'aggression']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1194,"Egypt's president to attend Paris conference on Sudan’s transition, African economies summit",2021-05-16,egypt is president to attend paris conference on sudan s transition african economies summit,president attend conference transition african economy summit,"['president', 'attend', 'conference', 'transition', 'african', 'economy', 'summit']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1195,"Egypt has seen a notable rise in tourist numbers, with 1.8 mln tourists since beginning of 2021: Minister",2021-05-16,egypt has seen a notable rise in tourist numbers with 1 8 mln tourists since beginning of 2021 minister,see notable rise tourist number mln tourist begin minister,"['see', 'notable', 'rise', 'tourist', 'number', 'mln', 'tourist', 'begin', 'minister']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1196,"Egypt reports 1,203 new coronavirus cases, 63 deaths on Saturday ",2021-05-16,egypt reports 1 203 new coronavirus cases 63 deaths on saturday ,report new case death,"['report', 'new', 'case', 'death']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
1197,"Egypt in talks to reach ceasefire in Palestinian territories, foreign ministry spox tells Al Jazeera",2021-05-16,egypt in talks to reach ceasefire in palestinian territories foreign ministry spox tells al jazeera,talk reach ceasefire palestinian territory spox tell,"['talk', 'reach', 'ceasefire', 'palestinian', 'territory', 'spox', 'tell']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
1198,Egypt’s FM Shoukry focuses on Palestinian developments in talks with Saudi counterpart,2021-05-15,egypt s fm shoukry focuses on palestinian developments in talks with saudi counterpart,focus palestinian development talk saudi counterpart,"['focus', 'palestinian', 'development', 'talk', 'saudi', 'counterpart']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1199,Suez Canal starts dredging work to extend double lane,2021-05-15,suez canal starts dredging work to extend double lane,start dredging work extend double lane,"['start', 'dredging', 'work', 'extend', 'double', 'lane']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
1200,Egypt’s FM Shoukry tackles Palestinian crisis with Tunisian counterpart ,2021-05-15,egypt s fm shoukry tackles palestinian crisis with tunisian counterpart ,tackle palestinian crisis tunisian counterpart,"['tackle', 'palestinian', 'crisis', 'tunisian', 'counterpart']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1201," Egypt, Jordan stress necessity of continued efforts for immediate means to end Gaza conflict",2021-05-14, egypt jordan stress necessity of continued efforts for immediate means to end gaza conflict,necessity continued effort immediate mean end conflict,"['necessity', 'continued', 'effort', 'immediate', 'mean', 'end', 'conflict']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1202,"US urges necessity of resuming AU-led negotiations between Egypt, Ethiopia, Sudan over GERD",2021-05-14,us urges necessity of resuming au led negotiations between egypt ethiopia sudan over gerd,urge necessity resume au lead negotiation,"['urge', 'necessity', 'resume', 'au', 'lead', 'negotiation']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
1203,Egyptian FM stresses to French counterpart importance of ending Israeli hostilities against Gaza,2021-05-14,egyptian fm stresses to french counterpart importance of ending israeli hostilities against gaza,stress french counterpart importance end israeli hostility,"['stress', 'french', 'counterpart', 'importance', 'end', 'israeli', 'hostility']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
1204,Egyptian delegation leaves Tel Aviv after Israel rejects ceasefire in Gaza,2021-05-14,egyptian delegation leaves tel aviv after israel rejects ceasefire in gaza,egyptian delegation leave reject ceasefire,"['egyptian', 'delegation', 'leave', 'reject', 'ceasefire']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1205,"Egypt reports 1,193 new coronavirus cases, 59 deaths on Thursday",2021-05-14,egypt reports 1 193 new coronavirus cases 59 deaths on thursday,report new case death,"['report', 'new', 'case', 'death']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
1206,"Sisi, Sheikh Tamim exchange Eid Al-Fitr greetings",2021-05-13,sisi sheikh tamim exchange eid al fitr greetings,greeting,['greeting'],neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1207,"Egypt receives over 1.7 million doses of AstraZeneca, 500,000 doses of Sinopharm COVID-19 vaccines",2021-05-13,egypt receives over 1 7 million doses of astrazeneca 500 000 doses of sinopharm covid 19 vaccines,receive dose dose sinopharm covid vaccine,"['receive', 'dose', 'dose', 'sinopharm', 'covid', 'vaccine']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
1208,"Egypt, US navies execute joint drill in Red Sea ",2021-05-13,egypt us navies execute joint drill in red sea ,navy execute joint drill,"['navy', 'execute', 'joint', 'drill']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
1209,"Egypt, Russia call on Israel to stop aggression against Gaza ",2021-05-13,egypt russia call on israel to stop aggression against gaza ,call stop aggression,"['call', 'stop', 'aggression']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
1210,"Egypt reports 1,187 coronavirus cases, 58 fatalities on Wednesday",2021-05-13,egypt reports 1 187 coronavirus cases 58 fatalities on wednesday,report case fatality,"['report', 'case', 'fatality']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
